,block,beta_factor,gradient,snapshot_num,samp_frac,snapshot_mag,snapshot_grad
0,Petrzalka_ages_1-17,8.0,1.0,6,0.01,-0.8571428571428571,0.26530612244897966
0,Petrzalka_ages_18-21,8.0,1.0,6,0.01,-0.45454545454545453,0.7933884297520661
0,Petrzalka_ages_22-28,8.0,1.0,6,0.01,-0.5471698113207547,0.7006051975792097
0,Petrzalka_ages_29-112,8.0,1.0,6,0.01,-0.34782608695652173,0.8790170132325141
0,Ruzinov_ages_1-17,8.0,1.0,6,0.01,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,1.0,6,0.01,-0.8333333333333334,0.30555555555555547
0,Ruzinov_ages_22-28,8.0,1.0,6,0.01,-0.6,0.64
0,Ruzinov_ages_29-112,8.0,1.0,6,0.01,-0.3333333333333333,0.8888888888888888
0,Okolie_ages_1-17,8.0,1.0,7,0.01,-0.5384615384615384,0.7100591715976332
0,Okolie_ages_18-21,8.0,1.0,7,0.01,-1.0,0.0
0,Okolie_ages_22-28,8.0,1.0,7,0.01,-0.8125,0.33984375
0,Okolie_ages_29-112,8.0,1.0,7,0.01,-0.5428571428571428,0.7053061224489796
0,Petrzalka_ages_1-17,8.0,1.0,7,0.01,-0.8571428571428571,0.26530612244897966
0,Petrzalka_ages_18-21,8.0,1.0,7,0.01,-0.7272727272727273,0.47107438016528924
0,Petrzalka_ages_22-28,8.0,1.0,7,0.01,-0.660377358490566,0.5639017443930225
0,Petrzalka_ages_29-112,8.0,1.0,7,0.01,-0.5652173913043478,0.6805293005671078
0,Ruzinov_ages_1-17,8.0,1.0,7,0.01,-0.6666666666666666,0.5555555555555556
0,Ruzinov_ages_18-21,8.0,1.0,7,0.01,-1.0,0.0
0,Ruzinov_ages_22-28,8.0,1.0,7,0.01,-0.84,0.2944000000000001
0,Ruzinov_ages_29-112,8.0,1.0,7,0.01,-0.6666666666666666,0.5555555555555556
0,Okolie_ages_1-17,8.0,1.0,8,0.01,-0.8461538461538461,0.28402366863905326
0,Okolie_ages_18-21,8.0,1.0,8,0.01,-0.8,0.3599999999999999
0,Okolie_ages_22-28,8.0,1.0,8,0.01,-0.6875,0.52734375
0,Okolie_ages_29-112,8.0,1.0,8,0.01,-0.3142857142857143,0.9012244897959184
0,Petrzalka_ages_1-17,8.0,1.0,8,0.01,-0.7142857142857143,0.4897959183673469
0,Petrzalka_ages_18-21,8.0,1.0,8,0.01,-0.9090909090909091,0.17355371900826455
0,Petrzalka_ages_22-28,8.0,1.0,8,0.01,-0.6981132075471698,0.5126379494482023
0,Petrzalka_ages_29-112,8.0,1.0,8,0.01,-0.5217391304347826,0.727788279773157
0,Ruzinov_ages_1-17,8.0,1.0,8,0.01,-0.3333333333333333,0.8888888888888888
0,Ruzinov_ages_18-21,8.0,1.0,8,0.01,-0.6666666666666666,0.5555555555555556
0,Ruzinov_ages_22-28,8.0,1.0,8,0.01,-0.6,0.64
0,Ruzinov_ages_29-112,8.0,1.0,8,0.01,-0.5,0.75
0,Okolie_ages_1-17,8.0,1.0,9,0.01,-0.8461538461538461,0.28402366863905326
0,Okolie_ages_18-21,8.0,1.0,9,0.01,-0.8,0.3599999999999999
0,Okolie_ages_22-28,8.0,1.0,9,0.01,-0.8125,0.33984375
0,Okolie_ages_29-112,8.0,1.0,9,0.01,-0.2,0.96
0,Petrzalka_ages_1-17,8.0,1.0,9,0.01,-0.8571428571428571,0.26530612244897966
0,Petrzalka_ages_18-21,8.0,1.0,9,0.01,-0.8181818181818182,0.3305785123966941
0,Petrzalka_ages_22-28,8.0,1.0,9,0.01,-0.7735849056603774,0.40156639373442493
0,Petrzalka_ages_29-112,8.0,1.0,9,0.01,-0.30434782608695654,0.9073724007561437
0,Ruzinov_ages_1-17,8.0,1.0,9,0.01,-0.6666666666666666,0.5555555555555556
0,Ruzinov_ages_18-21,8.0,1.0,9,0.01,-0.5,0.75
0,Ruzinov_ages_22-28,8.0,1.0,9,0.01,-0.76,0.4224
0,Ruzinov_ages_29-112,8.0,1.0,9,0.01,-0.3333333333333333,0.8888888888888888
0,Okolie_ages_1-17,8.0,1.0,10,0.01,-0.5384615384615384,0.7100591715976332
0,Okolie_ages_18-21,8.0,1.0,10,0.01,-0.8,0.3599999999999999
0,Okolie_ages_22-28,8.0,1.0,10,0.01,-0.75,0.4375
0,Okolie_ages_29-112,8.0,1.0,10,0.01,-0.5428571428571428,0.7053061224489796
0,Petrzalka_ages_1-17,8.0,1.0,10,0.01,-0.42857142857142855,0.8163265306122449
0,Petrzalka_ages_18-21,8.0,1.0,10,0.01,-0.7272727272727273,0.47107438016528924
0,Petrzalka_ages_22-28,8.0,1.0,10,0.01,-0.7358490566037735,0.45852616589533646
0,Petrzalka_ages_29-112,8.0,1.0,10,0.01,-0.34782608695652173,0.8790170132325141
0,Ruzinov_ages_1-17,8.0,1.0,10,0.01,-0.6666666666666666,0.5555555555555556
0,Ruzinov_ages_18-21,8.0,1.0,10,0.01,-0.5,0.75
0,Ruzinov_ages_22-28,8.0,1.0,10,0.01,-0.68,0.5375999999999999
0,Ruzinov_ages_29-112,8.0,1.0,10,0.01,-0.6666666666666666,0.5555555555555556
0,Okolie_ages_1-17,8.0,1.0,11,0.01,-0.6923076923076923,0.5207100591715976
0,Okolie_ages_18-21,8.0,1.0,11,0.01,-0.8,0.3599999999999999
0,Okolie_ages_22-28,8.0,1.0,11,0.01,-0.8125,0.33984375
0,Okolie_ages_29-112,8.0,1.0,11,0.01,-0.37142857142857144,0.8620408163265306
0,Petrzalka_ages_1-17,8.0,1.0,11,0.01,-0.7142857142857143,0.4897959183673469
0,Petrzalka_ages_18-21,8.0,1.0,11,0.01,-0.8181818181818182,0.3305785123966941
0,Petrzalka_ages_22-28,8.0,1.0,11,0.01,-0.9622641509433962,0.0740477038091848
0,Petrzalka_ages_29-112,8.0,1.0,11,0.01,-0.21739130434782608,0.9527410207939508
0,Ruzinov_ages_1-17,8.0,1.0,11,0.01,-0.6666666666666666,0.5555555555555556
0,Ruzinov_ages_18-21,8.0,1.0,11,0.01,-0.5,0.75
0,Ruzinov_ages_22-28,8.0,1.0,11,0.01,-0.6,0.64
0,Ruzinov_ages_29-112,8.0,1.0,11,0.01,-0.6666666666666666,0.5555555555555556
0,Okolie_ages_1-17,8.0,1.0,12,0.01,-0.5384615384615384,0.7100591715976332
0,Okolie_ages_18-21,8.0,1.0,12,0.01,-0.8,0.3599999999999999
0,Okolie_ages_22-28,8.0,1.0,12,0.01,-0.5,0.75
0,Okolie_ages_29-112,8.0,1.0,12,0.01,-0.8857142857142857,0.21551020408163268
0,Petrzalka_ages_1-17,8.0,1.0,12,0.01,-0.8571428571428571,0.26530612244897966
0,Petrzalka_ages_18-21,8.0,1.0,12,0.01,-0.7272727272727273,0.47107438016528924
0,Petrzalka_ages_22-28,8.0,1.0,12,0.01,-0.6981132075471698,0.5126379494482023
0,Petrzalka_ages_29-112,8.0,1.0,12,0.01,-0.5217391304347826,0.727788279773157
0,Ruzinov_ages_1-17,8.0,1.0,12,0.01,-0.3333333333333333,0.8888888888888888
0,Ruzinov_ages_18-21,8.0,1.0,12,0.01,-1.0,0.0
0,Ruzinov_ages_22-28,8.0,1.0,12,0.01,-0.52,0.7296
0,Ruzinov_ages_29-112,8.0,1.0,12,0.01,-0.16666666666666666,0.9722222222222222
0,Okolie_ages_1-17,8.0,1.0,13,0.01,-0.6923076923076923,0.5207100591715976
0,Okolie_ages_18-21,8.0,1.0,13,0.01,-0.8,0.3599999999999999
0,Okolie_ages_22-28,8.0,1.0,13,0.01,-0.6875,0.52734375
0,Okolie_ages_29-112,8.0,1.0,13,0.01,-0.5428571428571428,0.7053061224489796
0,Petrzalka_ages_1-17,8.0,1.0,13,0.01,-1.0,0.0
0,Petrzalka_ages_18-21,8.0,1.0,13,0.01,-0.8181818181818182,0.3305785123966941
0,Petrzalka_ages_22-28,8.0,1.0,13,0.01,-0.6226415094339622,0.6123175507297971
0,Petrzalka_ages_29-112,8.0,1.0,13,0.01,-0.43478260869565216,0.8109640831758034
0,Ruzinov_ages_1-17,8.0,1.0,13,0.01,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,1.0,13,0.01,-0.6666666666666666,0.5555555555555556
0,Ruzinov_ages_22-28,8.0,1.0,13,0.01,-0.84,0.2944000000000001
0,Ruzinov_ages_29-112,8.0,1.0,13,0.01,-0.4166666666666667,0.8263888888888888
0,Okolie_ages_1-17,8.0,1.0,14,0.01,-0.8461538461538461,0.28402366863905326
0,Okolie_ages_18-21,8.0,1.0,14,0.01,-0.9,0.18999999999999995
0,Okolie_ages_22-28,8.0,1.0,14,0.01,-0.5,0.75
0,Okolie_ages_29-112,8.0,1.0,14,0.01,-0.08571428571428572,0.9926530612244898
0,Petrzalka_ages_1-17,8.0,1.0,14,0.01,-1.0,0.0
0,Petrzalka_ages_18-21,8.0,1.0,14,0.01,-0.8181818181818182,0.3305785123966941
0,Petrzalka_ages_22-28,8.0,1.0,14,0.01,-0.7358490566037735,0.45852616589533646
0,Petrzalka_ages_29-112,8.0,1.0,14,0.01,-0.5217391304347826,0.727788279773157
0,Ruzinov_ages_1-17,8.0,1.0,14,0.01,-0.3333333333333333,0.8888888888888888
0,Ruzinov_ages_18-21,8.0,1.0,14,0.01,-0.6666666666666666,0.5555555555555556
0,Ruzinov_ages_22-28,8.0,1.0,14,0.01,-0.76,0.4224
0,Ruzinov_ages_29-112,8.0,1.0,14,0.01,-0.5833333333333334,0.6597222222222221
